area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,mktSegment
117,21-25,1,1123,3,1938000,Condominium,08,Strata,99 yrs lease commencing from 1998,RCR
140,16-20,1,0424,3,3305000,Condominium,10,Strata,Freehold,CCR
114,06-10,1,0723,3,1380000,Executive Condominium,18,Strata,99 yrs lease commencing from 2011,OCR
55,01-05,1,0422,3,803000,Apartment,13,Strata,Freehold,OCR
242.8,-,1,0222,3,4300000,Terrace,16,Land,Freehold,OCR
119,01-05,1,0322,3,1668000,Condominium,05,Strata,Freehold,RCR
192,01-05,1,1023,3,4280000,Condominium,10,Strata,Freehold,CCR
262,-,1,0322,3,4220000,Strata Terrace,11,Strata,Freehold,CCR
327,01-05,1,0122,3,10250000,Apartment,10,Strata,Freehold,CCR
122,06-10,1,0723,3,2350000,Condominium,03,Strata,99 yrs lease commencing from 1995,RCR
646,-,1,0622,3,4250000,Strata Detached,10,Strata,999 yrs lease commencing from 1885,CCR
129,01-05,1,1121,3,2480000,Apartment,10,Strata,Freehold,CCR
200.6,-,1,0122,3,2408000,Terrace,19,Land,99 yrs lease commencing from 1996,OCR
345.4,-,1,0521,3,5430000,Semi-detached,14,Land,Freehold,OCR
189.5,-,1,0721,3,3000000,Terrace,20,Land,Freehold,RCR
122.6,01-05,2,0521,3,3000000,Apartment,14,Land,Freehold,RCR
335.1,-,1,0921,3,4800000,Terrace,21,Land,999 yrs lease commencing from 1885,RCR
112,01-05,1,0223,3,1326600,Apartment,14,Strata,Freehold,RCR
92,01-05,1,0721,3,870000,Apartment,14,Strata,Freehold,RCR
85,06-10,1,0424,3,2100000,Apartment,09,Strata,Freehold,CCR
373,-,1,0323,3,3228000,Strata Terrace,05,Strata,Freehold,RCR
102,01-05,1,1222,3,1520000,Apartment,05,Strata,Freehold,RCR
42,01-05,1,0723,3,668000,Apartment,15,Strata,Freehold,RCR
1449.4,-,1,1021,3,29000000,Detached,10,Land,Freehold,CCR
150.9,-,1,0922,3,4000000,Terrace,15,Land,Freehold,RCR
162.7,-,1,0123,3,4050000,Terrace,15,Land,Freehold,RCR
122,16-20,1,0524,1,5202600,Apartment,10,Strata,Freehold,CCR
105,01-05,1,0822,3,1525000,Apartment,15,Strata,Freehold,OCR
367.4,-,1,0723,3,7500000,Semi-detached,21,Land,Freehold,RCR
39,01-05,1,0523,3,995000,Apartment,10,Strata,Freehold,CCR
200,11-15,1,0723,3,3600000,Apartment,09,Strata,Freehold,CCR
113,01-05,1,1221,3,1290000,Apartment,12,Strata,Freehold,RCR
64,01-05,1,1222,3,950000,Apartment,16,Strata,Freehold,OCR
211,-,1,1122,3,1988000,Strata Terrace,16,Strata,99 yrs lease commencing from 1994,OCR
106,06-10,1,0923,3,1620000,Condominium,19,Strata,99 yrs lease commencing from 2010,OCR
60,06-10,1,0523,2,1100000,Apartment,14,Strata,Freehold,RCR
252.8,-,1,0621,3,3150000,Terrace,19,Land,999 yrs lease commencing from 1876,OCR
578.8,-,1,0521,3,13800000,Semi-detached,10,Land,Freehold,CCR
76,01-05,1,1023,3,1030000,Apartment,17,Strata,946 yrs lease commencing from 1938,OCR
96,11-15,1,0624,3,1850000,Condominium,20,Strata,99 yrs lease commencing from 2011,RCR
1039.7,-,1,1121,3,9400000,Detached,13,Land,Freehold,OCR
115,11-15,1,0723,3,3100000,Condominium,10,Strata,Freehold,CCR
152.5,-,1,1221,3,3500000,Terrace,15,Land,Freehold,OCR
94,01-05,1,1223,3,1380000,Apartment,15,Strata,Freehold,RCR
127,06-10,1,0323,3,2170000,Condominium,05,Strata,999 yrs lease commencing from 1885,OCR
245.1,-,1,1022,3,5000000,Terrace,20,Land,Freehold,RCR
91,01-05,1,0822,3,1070888,Apartment,14,Strata,Freehold,RCR
132,01-05,1,0222,3,4100000,Apartment,03,Strata,Freehold,RCR
142,06-10,1,0623,3,1608000,Apartment,08,Strata,Freehold,RCR
143,11-15,1,0922,3,3200000,Apartment,09,Strata,Freehold,CCR
198.4,-,1,0421,3,3400000,Terrace,05,Land,Freehold,OCR
221,06-10,1,1122,3,4700000,Condominium,10,Strata,Freehold,CCR
589,-,1,0622,3,4680000,Strata Detached,10,Strata,Freehold,CCR
19296,01-05,104,1021,3,550800000,Condominium,11,Strata,Freehold,CCR
377.1,-,1,0923,3,5700000,Terrace,19,Land,Freehold,OCR
70,01-05,1,0623,3,1180000,Apartment,15,Strata,99 yrs lease commencing from 2012,RCR
215.6,-,1,0521,3,3638000,Terrace,15,Land,Freehold,OCR
124,06-10,1,0623,1,2283000,Apartment,12,Strata,Freehold,RCR
119,-,1,1022,3,3434000,Terrace,19,Land,Freehold,OCR
266,01-05,1,0720,3,1900000,Apartment,15,Strata,Freehold,OCR
90,01-05,1,1023,3,1200000,Condominium,05,Strata,99 yrs lease commencing from 1993,RCR
44,06-10,1,0423,3,1000000,Condominium,15,Strata,Freehold,RCR
147,01-05,1,0222,3,1950000,Condominium,05,Strata,Freehold,RCR
78,06-10,1,0523,3,1630000,Apartment,10,Strata,Freehold,CCR
97,01-05,1,1122,3,1280000,Apartment,15,Strata,Freehold,OCR
158,01-05,1,1023,3,3315000,Condominium,21,Strata,Freehold,RCR
140,41-45,1,0223,3,1900000,Apartment,02,Strata,99 yrs lease commencing from 1970,CCR
273,-,1,1019,3,3900000,Semi-detached,08,Land,Freehold,RCR
303,-,1,1221,3,3038000,Strata Terrace,15,Strata,Freehold,OCR
268,01-05,1,1122,3,2638000,Apartment,16,Strata,Freehold,OCR
49,21-25,1,0122,3,950000,Apartment,06,Strata,99 yrs lease commencing from 1969,CCR
261.6,-,1,1121,3,10500000,Terrace,09,Land,Freehold,CCR
204.2,-,1,0723,3,5100000,Terrace,19,Land,Freehold,OCR
356,-,1,0723,3,3100000,Strata Terrace,19,Strata,Freehold,OCR
285,06-10,1,0819,3,4500000,Apartment,09,Strata,Freehold,CCR
327.9,-,1,0421,3,5400000,Terrace,11,Land,Freehold,CCR
101.9,-,1,0822,3,3300000,Terrace,12,Land,Freehold,RCR
213,-,1,0224,3,2700000,Strata Terrace,19,Strata,Freehold,OCR
191,01-05,1,1223,3,3650000,Condominium,04,Strata,99 yrs lease commencing from 2005,CCR
90,01-05,1,0523,3,1570000,Condominium,05,Strata,Freehold,RCR
159.7,-,1,0522,3,5480000,Terrace,08,Land,Freehold,RCR
398.9,-,1,1021,3,5350000,Terrace,15,Land,Freehold,OCR
84,21-25,1,1123,3,2268000,Apartment,11,Strata,Freehold,CCR
189,-,1,1122,3,3380000,Terrace,15,Land,Freehold,RCR
50,01-05,1,1223,3,770000,Condominium,14,Strata,99 yrs lease commencing from 2010,OCR
38,01-05,1,1222,3,570000,Apartment,19,Strata,999 yrs lease commencing from 1886,OCR
149.2,-,1,0522,3,3600000,Terrace,13,Land,Freehold,RCR
85,01-05,1,0820,3,996000,Apartment,15,Strata,Freehold,RCR
76,01-05,1,0523,3,1460000,Apartment,15,Strata,Freehold,RCR
207.5,-,1,0421,3,10600000,Terrace,09,Land,Freehold,CCR
43,11-15,1,0424,2,1265000,Condominium,15,Strata,Freehold,RCR
55,01-05,1,0424,3,850000,Apartment,08,Strata,Freehold,RCR
308.8,-,1,0523,3,4700000,Semi-detached,17,Land,Freehold,OCR
510.9,-,1,1022,3,6000000,Semi-detached,16,Land,Freehold,OCR
94,01-05,1,0324,3,1280000,Condominium,16,Strata,99 yrs lease commencing from 1996,OCR
120,06-10,1,0821,3,2400000,Apartment,09,Strata,Freehold,CCR
113,01-05,1,0423,3,3300000,Condominium,10,Strata,Freehold,CCR
311.1,-,1,0424,3,4980000,Semi-detached,10,Land,102 yrs lease commencing from 1996,CCR
98,01-05,1,0424,3,1295000,Apartment,05,Strata,Freehold,RCR
154.2,-,1,0622,3,3768888,Terrace,16,Land,Freehold,OCR
258.5,-,1,0720,3,2300000,Terrace,21,Land,99 yrs lease commencing from 1992,RCR
75,21-25,1,0424,3,1020000,Apartment,07,Strata,99 yrs lease commencing from 1968,CCR
383,-,1,0522,3,3600000,Strata Detached,13,Strata,Freehold,OCR
121,06-10,1,0723,1,2301000,Apartment,18,Strata,99 yrs lease commencing from 2021,OCR
208.6,-,1,0422,3,7300000,Semi-detached,11,Land,Freehold,CCR
291.2,-,1,0421,3,3500000,Terrace,13,Land,Freehold,OCR
178,36-40,1,0223,3,8630000,Apartment,07,Strata,99 yrs lease commencing from 2007,CCR
320.9,-,1,0722,3,3000000,Semi-detached,19,Land,99 yrs lease commencing from 1993,OCR
120,06-10,1,0723,1,3730000,Apartment,10,Strata,Freehold,CCR
97,11-15,1,1023,3,1460000,Condominium,19,Strata,99 yrs lease commencing from 2011,OCR
91,01-05,1,0422,3,1298888,Apartment,15,Strata,Freehold,RCR
257.3,-,1,1223,3,5500000,Semi-detached,15,Land,Freehold,RCR
101,01-05,1,1123,3,1950000,Apartment,19,Strata,99 yrs lease commencing from 2011,OCR
90,01-05,1,0523,3,1460000,Apartment,15,Strata,Freehold,RCR
137.7,-,1,0522,3,4620000,Terrace,09,Land,Freehold,CCR
214.6,-,1,0721,1,4875000,Terrace,14,Land,Freehold,OCR
108,16-20,1,0324,3,3709000,Condominium,10,Strata,99 yrs lease commencing from 2018,CCR
315.8,-,1,0123,3,6350000,Semi-detached,15,Land,Freehold,RCR
121,06-10,1,0622,3,2090000,Apartment,15,Strata,Freehold,RCR
44,11-15,1,0324,3,805000,Condominium,19,Strata,99 yrs lease commencing from 2012,OCR
69,16-20,1,1223,3,1850000,Apartment,09,Strata,99 yrs lease commencing from 2014,CCR
157,16-20,1,0623,3,3830000,Apartment,15,Strata,Freehold,RCR
48,01-05,1,0722,3,740000,Apartment,08,Strata,Freehold,RCR
121,06-10,1,1023,3,2220000,Condominium,05,Strata,Freehold,OCR
164.4,-,1,0123,3,3700000,Terrace,16,Land,Freehold,OCR
341.9,-,1,0222,3,6050000,Semi-detached,16,Land,Freehold,OCR
166,16-20,1,0524,3,2470000,Apartment,12,Strata,Freehold,RCR
200,-,1,0922,3,3380000,Semi-detached,10,Land,99 yrs lease commencing from 1994,CCR
496.7,-,1,0123,3,12600000,Semi-detached,11,Land,Freehold,CCR
123,06-10,1,0524,3,1922000,Executive Condominium,18,Strata,99 yrs lease commencing from 2012,OCR
57,01-05,1,0522,3,860000,Apartment,15,Strata,Freehold,OCR
60,01-05,1,1023,3,1120000,Apartment,14,Strata,Freehold,OCR
250,01-05,1,0921,3,5050000,Condominium,10,Strata,Freehold,CCR
118,01-05,1,0423,3,2590000,Condominium,11,Strata,Freehold,CCR
43,11-15,1,0823,3,1150000,Condominium,11,Strata,Freehold,CCR
74,06-10,1,0324,3,1080000,Condominium,18,Strata,99 yrs lease commencing from 2012,OCR
82.2,-,1,1121,3,2380000,Terrace,20,Land,Freehold,RCR
200.9,-,1,0322,3,3990000,Semi-detached,14,Land,Freehold,OCR
204,01-05,1,0923,3,2485000,Apartment,19,Strata,999 yrs lease commencing from 1876,OCR
102,01-05,1,0524,1,2155712,Apartment,14,Strata,Freehold,RCR
62,06-10,1,0723,1,1780000,Apartment,13,Strata,Freehold,RCR
179,01-05,1,0424,2,3750000,Apartment,05,Strata,99 yrs lease commencing from 2018,RCR
2339,-,11,0523,3,66800000,Strata Terrace,11,Strata,Freehold,CCR
109,01-05,1,0920,3,1250000,Apartment,15,Strata,Freehold,OCR
238.4,-,1,0422,3,3800000,Semi-detached,15,Land,Freehold,OCR
101,01-05,1,0224,1,2530000,Apartment,11,Strata,Freehold,CCR
83,01-05,1,0323,3,1400000,Apartment,05,Strata,Freehold,RCR
230.7,-,1,0722,3,3600000,Terrace,16,Land,Freehold,OCR
298.1,-,1,0821,3,9500000,Semi-detached,10,Land,Freehold,CCR
99,06-10,1,0223,3,1810000,Apartment,12,Strata,Freehold,RCR
150,11-15,1,0723,3,1680000,Apartment,20,Strata,99 yrs lease commencing from 1977,RCR
235.1,-,1,1019,3,2205800,Terrace,19,Land,999 yrs lease commencing from 1879,OCR
208.1,-,1,0321,3,3200000,Terrace,20,Land,Freehold,RCR
159,01-05,1,1122,3,1830000,Apartment,15,Strata,Freehold,RCR
146,51-55,1,0524,3,3300000,Condominium,01,Strata,99 yrs lease commencing from 2007,CCR
351.9,-,1,0522,3,4880000,Terrace,19,Land,Freehold,OCR
85,01-05,1,0724,3,1340000,Condominium,19,Strata,99 yrs lease commencing from 1991,OCR
152,11-15,1,0623,3,3538000,Apartment,09,Strata,Freehold,CCR
343,01-05,1,0821,3,8200000,Condominium,10,Strata,Freehold,CCR
51,01-05,1,0523,3,1030000,Apartment,05,Strata,Freehold,RCR
86,01-05,1,1023,3,1270000,Apartment,14,Strata,Freehold,RCR
104,16-20,1,0121,3,1150000,Apartment,12,Strata,Freehold,RCR
182,01-05,1,0524,3,2403888,Apartment,08,Strata,Freehold,RCR
422,-,1,1023,3,5980000,Strata Detached,11,Strata,Freehold,CCR
341,-,1,0922,3,4218000,Semi-detached,16,Land,Freehold,OCR
228.6,-,1,1021,3,3800000,Terrace,19,Land,Freehold,OCR
207,01-05,1,0523,3,1815000,Apartment,19,Strata,99 yrs lease commencing from 1996,OCR
156.6,-,1,0822,3,4650000,Terrace,19,Land,Freehold,OCR
256.7,-,1,1123,3,3580000,Terrace,16,Land,Freehold,OCR
108,06-10,1,1123,3,2030000,Condominium,13,Strata,Freehold,RCR
518.5,-,1,1021,3,5750000,Detached,21,Land,Freehold,RCR
150,-,1,0324,3,2430000,Terrace,20,Land,99 yrs lease commencing from 1995,OCR
151,01-05,1,1121,3,4250000,Apartment,10,Strata,Freehold,CCR
61,31-35,1,0723,3,1408000,Apartment,03,Strata,99 yrs lease commencing from 2013,RCR
188,16-20,1,0124,3,6750000,Condominium,10,Strata,Freehold,CCR
270.5,-,1,0323,3,4488888,Terrace,21,Land,Freehold,RCR
128.4,-,1,0821,3,6000000,Terrace,09,Land,Freehold,CCR
159.4,-,1,0322,3,2500000,Terrace,16,Land,99 yrs lease commencing from 1994,OCR
122,16-20,1,1223,3,2600000,Condominium,15,Strata,Freehold,RCR
81,01-05,1,0524,3,1338000,Condominium,15,Strata,Freehold,OCR
97,01-05,1,0524,2,3200000,Condominium,10,Strata,Freehold,CCR
201,06-10,1,1023,3,2628000,Condominium,09,Strata,103 yrs lease commencing from 2002,CCR
109,01-05,1,0523,3,2315000,Apartment,09,Strata,999 yrs lease commencing from 1979,CCR
